City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date,Rainfall(1h),Snowfall(1h)
206,San Jose,37.34,-121.89,89.01,28,5,9.17,clear sky,US,2020-07-09 21:13:40,0.0,0.0
207,Tateyama,34.98,139.87,75.0,95,78,4.0,broken clouds,JP,2020-07-09 21:13:40,0.0,0.0
208,Estevan,49.13,-102.98,66.0,77,90,14.99,overcast clouds,CA,2020-07-09 21:13:40,0.0,0.0
209,Pesaro,43.9,12.89,75.0,50,0,4.0,clear sky,IT,2020-07-09 21:13:40,0.0,0.0
210,Ushumun,52.78,126.53,65.7,84,100,8.39,overcast clouds,RU,2020-07-09 21:13:40,0.0,0.0
211,Port Hawkesbury,45.62,-61.35,70.0,82,90,6.93,overcast clouds,CA,2020-07-09 21:13:40,0.0,0.0
212,Broome,42.25,-75.83,93.0,48,20,9.17,few clouds,US,2020-07-09 21:12:39,0.0,0.0
213,Yulara,-25.24,130.99,41.0,41,0,1.12,clear sky,AU,2020-07-09 21:13:41,0.0,0.0
214,Dryden,49.78,-92.75,80.6,42,75,23.04,broken clouds,CA,2020-07-09 21:13:41,0.0,0.0
215,Carora,10.18,-70.08,94.41,24,0,19.42,clear sky,VE,2020-07-09 21:13:41,0.0,0.0
216,Plettenberg Bay,-34.05,23.37,57.38,81,100,8.5,overcast clouds,ZA,2020-07-09 21:13:41,0.0,0.0
217,Aripuana,-9.17,-60.63,89.01,43,0,2.33,clear sky,BR,2020-07-09 21:09:40,0.0,0.0
218,Poum,-20.23,164.02,69.44,74,21,12.57,few clouds,NC,2020-07-09 21:11:28,0.0,0.0
219,Kalmunai,7.42,81.82,79.29,83,89,4.83,overcast clouds,LK,2020-07-09 21:13:41,0.0,0.0
220,Carnarvon,-24.87,113.63,53.6,50,99,9.17,overcast clouds,AU,2020-07-09 21:13:41,0.0,0.0
221,Aykhal,66.0,111.5,57.2,71,90,11.18,overcast clouds,RU,2020-07-09 21:13:42,0.0,0.0
222,Lampa,-33.28,-70.9,60.8,48,38,6.93,scattered clouds,CL,2020-07-09 21:13:42,0.0,0.0
223,Kaitangata,-46.28,169.85,46.99,75,94,3.0,overcast clouds,NZ,2020-07-09 21:13:42,0.0,0.0
224,Cabo San Lucas,22.89,-109.91,89.01,66,40,10.29,scattered clouds,MX,2020-07-09 21:13:04,0.0,0.0
225,Alofi,-19.06,-169.92,77.0,88,75,5.82,broken clouds,NU,2020-07-09 21:13:42,0.0,0.0
226,Quatre Cocos,-20.21,57.76,72.0,78,40,14.99,scattered clouds,MU,2020-07-09 21:13:42,0.0,0.0
227,Faanui,-16.48,-151.75,76.68,79,52,25.9,broken clouds,PF,2020-07-09 21:13:42,0.0,0.0
228,Siocon,7.71,122.14,78.35,83,97,3.76,light rain,PH,2020-07-09 21:13:42,0.18,0.0
229,Narsaq,60.92,-46.05,50.0,87,100,5.82,overcast clouds,GL,2020-07-09 21:11:33,0.0,0.0
230,Mao,39.89,4.27,75.2,73,0,8.05,clear sky,ES,2020-07-09 21:13:43,0.0,0.0
231,Northam,51.03,-4.22,57.0,94,99,4.0,overcast clouds,GB,2020-07-09 21:13:43,0.0,0.0
232,Sur,22.57,59.53,90.07,51,99,13.15,overcast clouds,OM,2020-07-09 21:13:43,0.0,0.0
233,Port Hardy,50.7,-127.42,59.0,87,75,5.82,broken clouds,CA,2020-07-09 21:13:43,0.0,0.0
234,Ketchikan,55.34,-131.65,57.2,93,90,13.87,light rain,US,2020-07-09 21:10:57,0.51,0.0
235,Ust-Omchug,61.15,149.63,51.15,88,100,4.32,light rain,RU,2020-07-09 21:13:43,0.64,0.0
236,Waipawa,-41.41,175.52,46.4,81,25,3.36,scattered clouds,NZ,2020-07-09 21:13:44,0.0,0.0
237,Sao Lourenco Do Sul,-31.37,-51.98,57.2,50,40,11.41,scattered clouds,BR,2020-07-09 21:13:45,0.0,0.0
238,Farafenni,13.57,-15.6,83.7,64,100,11.95,overcast clouds,GM,2020-07-09 21:13:45,0.0,0.0
239,Nouadhibou,20.93,-17.03,77.0,65,1,18.34,sand,MR,2020-07-09 21:13:45,0.0,0.0
240,Toftir,20.93,-17.03,77.0,65,1,18.34,sand,MR,2020-07-09 21:13:45,0.0,0.0
241,Marsh Harbour,26.54,-77.06,86.49,70,100,11.5,light rain,BS,2020-07-09 21:13:46,0.25,0.0
242,Ust-Kuyga,70.02,135.6,56.59,66,71,4.0,broken clouds,RU,2020-07-09 21:13:46,0.0,0.0
243,Kumluca,36.37,30.29,84.0,49,0,5.37,clear sky,TR,2020-07-09 21:13:46,0.0,0.0
244,Tessalit,20.2,1.01,91.76,28,95,11.68,overcast clouds,ML,2020-07-09 21:13:46,0.0,0.0
245,Kisangani,0.52,25.2,73.56,89,57,2.86,light rain,CD,2020-07-09 21:13:47,0.21,0.0
246,Ginir,7.13,40.7,58.08,91,17,7.85,few clouds,ET,2020-07-09 21:13:47,0.0,0.0
247,Rocha,-34.48,-54.33,45.95,71,1,9.26,clear sky,UY,2020-07-09 21:13:47,0.0,0.0
248,Alpena,45.06,-83.43,84.2,58,20,14.99,thunderstorm,US,2020-07-09 21:11:39,0.0,0.0
249,Mount Isa,-20.73,139.5,51.8,71,2,9.82,clear sky,AU,2020-07-09 21:11:18,0.0,0.0
250,Constitucion,-35.33,-72.42,52.65,71,88,3.96,overcast clouds,CL,2020-07-09 21:13:48,0.0,0.0
251,Khandyga,62.67,135.6,64.09,60,6,3.24,clear sky,RU,2020-07-09 21:13:48,0.0,0.0
252,Laramie,41.31,-105.59,80.6,9,1,5.82,clear sky,US,2020-07-09 21:13:22,0.0,0.0
253,Sao Tome,0.34,6.73,78.8,83,75,2.24,broken clouds,ST,2020-07-09 21:13:48,0.0,0.0
254,Vardo,70.37,31.11,46.4,93,75,25.28,broken clouds,NO,2020-07-09 21:13:49,0.0,0.0
255,Mehamn,71.04,27.85,46.4,87,90,16.11,overcast clouds,NO,2020-07-09 21:13:49,0.0,0.0
256,East London,-33.02,27.91,68.7,47,7,2.77,clear sky,ZA,2020-07-09 21:13:49,0.0,0.0
257,Ancud,-41.87,-73.82,46.99,87,90,6.93,overcast clouds,CL,2020-07-09 21:12:34,0.0,0.0
258,Moura,38.14,-7.45,80.6,57,0,12.75,clear sky,PT,2020-07-09 21:13:49,0.0,0.0
259,Neiafu,-18.65,-173.98,80.6,78,75,6.93,broken clouds,TO,2020-07-09 21:13:49,0.0,0.0
260,Rosetta,31.4,30.42,78.8,83,40,8.05,scattered clouds,EG,2020-07-09 21:13:50,0.0,0.0
261,Maldonado,-34.67,-54.92,51.8,66,20,12.75,few clouds,UY,2020-07-09 21:11:14,0.0,0.0
262,Barhi,23.9,80.8,83.03,71,100,9.26,overcast clouds,IN,2020-07-09 21:13:50,0.0,0.0
263,Bambanglipuro,-7.95,110.28,74.43,86,100,5.5,overcast clouds,ID,2020-07-09 21:13:50,0.0,0.0
264,Damara,4.96,18.7,73.4,94,100,1.25,overcast clouds,CF,2020-07-09 21:13:51,0.0,0.0
265,Miandoab,36.97,46.1,77.0,38,1,13.87,clear sky,IR,2020-07-09 21:13:51,0.0,0.0
266,Rungata,36.97,46.1,77.0,38,1,13.87,clear sky,IR,2020-07-09 21:13:51,0.0,0.0
267,Urucara,-2.54,-57.76,84.85,67,97,3.38,overcast clouds,BR,2020-07-09 21:13:51,0.0,0.0
268,New Port Richey,28.24,-82.72,90.0,66,0,1.01,clear sky,US,2020-07-09 21:13:51,0.0,0.0
269,Pala,9.36,14.9,71.91,92,100,1.74,overcast clouds,TD,2020-07-09 21:13:52,0.0,0.0
270,Yanan,9.36,14.9,71.91,92,100,1.74,overcast clouds,TD,2020-07-09 21:13:52,0.0,0.0
271,Najran,17.49,44.13,95.0,11,55,9.17,broken clouds,SA,2020-07-09 21:13:52,0.0,0.0
272,Ponta Do Sol,32.67,-17.1,73.0,72,0,5.23,clear sky,PT,2020-07-09 21:13:04,0.0,0.0
273,Greeley,40.42,-104.71,95.0,26,90,18.34,overcast clouds,US,2020-07-09 21:11:31,0.0,0.0
274,Savannah Bight,16.45,-85.85,84.29,72,85,9.95,overcast clouds,HN,2020-07-09 21:13:52,0.0,0.0
275,Liminangcong,16.45,-85.85,84.29,72,85,9.95,overcast clouds,HN,2020-07-09 21:13:52,0.0,0.0
276,Parnarama,-5.68,-43.09,80.91,53,19,0.4,few clouds,BR,2020-07-09 21:13:53,0.0,0.0
277,Tiksi,71.69,128.87,35.42,91,86,9.93,overcast clouds,RU,2020-07-09 21:13:53,0.0,0.0
278,Amderma,71.69,128.87,35.42,91,86,9.93,overcast clouds,RU,2020-07-09 21:13:53,0.0,0.0
279,Menfi,37.61,12.97,72.0,84,0,5.19,clear sky,IT,2020-07-09 21:13:53,0.0,0.0
280,Aswan,24.09,32.91,89.1,23,0,10.16,clear sky,EG,2020-07-09 21:13:53,0.0,0.0
281,Ryotsu,38.08,138.43,68.0,100,100,2.24,overcast clouds,JP,2020-07-09 21:13:53,0.0,0.0
282,Bereda,43.27,-7.54,64.0,83,0,5.99,clear sky,ES,2020-07-09 21:13:54,0.0,0.0
283,Onega,63.91,38.14,51.51,92,64,6.13,broken clouds,RU,2020-07-09 21:13:54,0.0,0.0
284,Guhagar,17.48,73.19,78.93,86,100,5.12,light rain,IN,2020-07-09 21:13:54,0.38,0.0
285,Naze,28.37,129.48,82.4,94,75,9.17,broken clouds,JP,2020-07-09 21:13:54,0.0,0.0
286,Imeni Zhelyabova,58.95,36.6,52.41,93,100,4.79,overcast clouds,RU,2020-07-09 21:13:54,0.0,0.0
287,Springbok,-29.66,17.89,42.62,97,21,8.93,few clouds,ZA,2020-07-09 21:13:54,0.0,0.0
288,Wad Madani,14.4,33.52,85.82,48,54,11.1,broken clouds,SD,2020-07-09 21:09:04,0.0,0.0
289,Byron Bay,-28.65,153.62,55.99,100,75,1.12,broken clouds,AU,2020-07-09 21:13:55,0.0,0.0
290,Vagay,57.94,69.02,68.09,84,7,6.78,clear sky,RU,2020-07-09 21:13:55,0.0,0.0
291,Fort Nelson,58.81,-122.7,59.0,87,75,3.36,light intensity shower rain,CA,2020-07-09 21:13:55,0.0,0.0
292,Hami,42.8,93.45,77.43,21,73,19.33,broken clouds,CN,2020-07-09 21:13:55,0.0,0.0
293,Fairbanks,64.84,-147.72,57.2,87,90,4.7,mist,US,2020-07-09 21:09:34,0.93,0.0
294,Abu Samrah,35.3,37.18,72.18,63,0,10.18,clear sky,SY,2020-07-09 21:13:56,0.0,0.0
295,Vila Franca Do Campo,37.72,-25.43,68.0,72,20,9.17,few clouds,PT,2020-07-09 21:13:56,0.0,0.0
296,Hamilton,39.18,-84.53,91.0,54,75,5.82,broken clouds,US,2020-07-09 21:13:56,0.0,0.0
297,Thakurganj,26.45,88.13,79.29,93,100,4.47,light rain,IN,2020-07-09 21:13:56,0.34,0.0
298,Yuzhno-Yeniseyskiy,26.45,88.13,79.29,93,100,4.47,light rain,IN,2020-07-09 21:13:56,0.0,0.0
299,Georgetown,5.41,100.34,80.6,94,40,3.36,scattered clouds,MY,2020-07-09 21:13:56,0.0,0.0
300,Manicore,-5.81,-61.3,91.4,52,12,6.93,few clouds,BR,2020-07-09 21:13:24,0.0,0.0
301,Sakakah,29.97,40.21,87.8,14,0,9.17,clear sky,SA,2020-07-09 21:13:57,0.0,0.0
302,Khudumelapye,-23.88,24.75,53.91,60,0,6.55,clear sky,BW,2020-07-09 21:13:57,0.0,0.0
303,Tanshui,-23.88,24.75,53.91,60,0,6.55,clear sky,BW,2020-07-09 21:13:57,0.0,0.0
304,New Norfolk,-42.78,147.06,36.0,92,48,1.88,scattered clouds,AU,2020-07-09 21:13:57,0.0,0.0
305,Paamiut,61.99,-49.67,44.83,90,100,26.96,overcast clouds,GL,2020-07-09 21:13:57,0.0,0.0
306,Kendari,-3.94,122.5,73.02,95,100,3.11,light rain,ID,2020-07-09 21:13:58,0.51,0.0
307,Weligama,5.97,80.42,79.34,86,89,9.26,light rain,LK,2020-07-09 21:13:58,0.12,0.0
308,Iqaluit,63.75,-68.51,46.4,75,20,12.75,few clouds,CA,2020-07-09 21:13:58,0.0,0.0
309,Richards Bay,-28.78,32.04,71.62,55,0,17.6,clear sky,ZA,2020-07-09 21:13:58,0.0,0.0
310,Edd,13.93,41.69,89.1,59,69,7.65,broken clouds,ER,2020-07-09 21:13:59,0.0,0.0
311,Singaraja,-8.11,115.09,77.5,72,57,4.18,broken clouds,ID,2020-07-09 21:13:59,0.0,0.0
312,Gat,31.61,34.76,80.01,73,5,3.62,clear sky,IL,2020-07-09 21:13:59,0.0,0.0
313,Tiznit,29.58,-9.5,71.11,49,0,1.63,clear sky,MA,2020-07-09 21:11:34,0.0,0.0
314,Kununurra,-15.77,128.73,53.6,37,24,10.07,few clouds,AU,2020-07-09 21:13:59,0.0,0.0
315,Moosomin,50.13,-101.67,67.95,73,7,17.83,light rain,CA,2020-07-09 21:13:59,0.2,0.0
316,Inta,66.03,60.17,66.18,71,0,10.94,clear sky,RU,2020-07-09 21:13:59,0.0,0.0
317,Udachnyy,66.42,112.4,57.2,71,90,11.18,overcast clouds,RU,2020-07-09 21:14:00,0.0,0.0
318,Kautokeino,69.01,23.04,50.47,71,100,10.47,overcast clouds,NO,2020-07-09 21:14:00,0.0,0.0
319,Xuddur,4.12,43.89,74.55,73,74,16.49,broken clouds,SO,2020-07-09 21:14:00,0.0,0.0
320,Ngukurr,4.12,43.89,74.55,73,74,16.49,broken clouds,SO,2020-07-09 21:14:00,0.0,0.0
321,Russell,32.35,-85.2,91.4,59,20,3.36,few clouds,US,2020-07-09 21:14:00,0.0,0.0
322,Bukama,-9.2,25.85,69.39,35,0,1.9,clear sky,CD,2020-07-09 21:14:01,0.0,0.0
323,Lasa,46.62,10.7,62.6,77,5,2.24,clear sky,IT,2020-07-09 21:11:39,0.0,0.0
324,Bambous Virieux,-20.34,57.76,72.0,78,40,14.99,scattered clouds,MU,2020-07-09 21:14:01,0.0,0.0
325,Kefalos,36.75,26.96,77.0,73,0,9.17,clear sky,GR,2020-07-09 21:14:01,0.0,0.0
326,Sakaiminato,35.55,133.23,73.4,100,90,3.36,light rain,JP,2020-07-09 21:14:02,0.0,0.0
327,Jiddah,35.55,133.23,73.4,100,90,3.36,light rain,JP,2020-07-09 21:14:02,0.0,0.0
328,Labuhan,-6.88,112.21,75.07,85,68,9.04,broken clouds,ID,2020-07-09 21:14:02,0.0,0.0
329,Hambantota,6.12,81.12,80.42,80,80,14.99,broken clouds,LK,2020-07-09 21:14:02,0.0,0.0
330,Pyay,18.82,95.22,76.68,90,100,4.97,overcast clouds,MM,2020-07-09 21:14:02,0.0,0.0
331,Dolbeau,18.82,95.22,76.68,90,100,4.97,overcast clouds,MM,2020-07-09 21:14:02,0.0,0.0
332,Loubomo,-4.2,12.67,70.3,87,14,7.05,light rain,CG,2020-07-09 21:14:02,0.12,0.0
333,Tall Kayf,37.08,41.07,87.8,14,20,11.41,few clouds,TR,2020-07-09 21:14:03,0.0,0.0
334,Phrai Bung,37.08,41.07,87.8,14,20,11.41,few clouds,TR,2020-07-09 21:14:03,0.0,0.0
335,Araouane,18.9,-3.53,96.98,23,100,3.85,overcast clouds,ML,2020-07-09 21:14:03,0.0,0.0
336,Gotsu,35.0,132.22,72.88,94,100,3.44,moderate rain,JP,2020-07-09 21:14:03,1.09,0.0
337,Meulaboh,4.14,96.13,75.96,83,98,4.43,overcast clouds,ID,2020-07-09 21:14:03,0.0,0.0
338,Port-De-Paix,4.14,96.13,75.96,83,98,4.43,overcast clouds,ID,2020-07-09 21:14:03,0.0,0.0
339,Batesville,35.77,-91.64,75.2,88,20,9.17,light rain,US,2020-07-09 21:14:03,0.25,0.0
340,Torbay,47.67,-52.73,60.01,71,75,16.11,broken clouds,CA,2020-07-09 21:14:03,0.0,0.0
341,Dzilam Gonzalez,21.28,-88.93,89.01,75,1,9.06,light rain,MX,2020-07-09 21:14:04,0.8,0.0
342,Alyangula,-13.85,136.42,75.2,69,90,2.24,overcast clouds,AU,2020-07-09 21:14:04,0.0,0.0
343,Necochea,-38.55,-58.74,46.0,77,100,11.99,overcast clouds,AR,2020-07-09 21:10:36,0.0,0.0
344,Cermik,38.14,39.45,75.2,38,0,4.7,clear sky,TR,2020-07-09 21:14:04,0.0,0.0
345,Pontes E Lacerda,-15.23,-59.34,76.93,51,7,7.67,clear sky,BR,2020-07-09 21:14:04,0.0,0.0
346,Nuuk,64.18,-51.72,44.6,87,90,29.97,light rain,GL,2020-07-09 21:14:04,0.0,0.0
347,Olhao,37.03,-7.84,75.0,88,0,5.82,clear sky,PT,2020-07-09 21:14:04,0.0,0.0
348,Ribeira Grande,38.52,-28.7,71.6,64,75,4.7,broken clouds,PT,2020-07-09 21:14:04,0.0,0.0
349,Ojinaga,29.57,-104.42,105.8,16,1,5.46,clear sky,MX,2020-07-09 21:14:05,0.0,0.0
350,Yashkul,46.17,45.34,77.11,63,83,12.68,broken clouds,RU,2020-07-09 21:14:05,0.0,0.0
351,Homer,59.64,-151.55,60.8,77,90,9.17,overcast clouds,US,2020-07-09 21:10:17,0.0,0.0
352,Rohru,31.22,77.75,63.14,84,12,2.1,few clouds,IN,2020-07-09 21:14:05,0.0,0.0
353,Yerbogachen,61.28,108.01,52.84,87,52,1.86,broken clouds,RU,2020-07-09 21:14:05,0.0,0.0
354,Saryshagan,61.28,108.01,52.84,87,52,1.86,broken clouds,RU,2020-07-09 21:14:05,0.0,0.0
355,Rio Gallegos,-51.62,-69.22,30.2,80,23,6.93,few clouds,AR,2020-07-09 21:13:18,0.0,0.0
356,Aitape,-3.14,142.35,76.86,82,0,4.74,clear sky,PG,2020-07-09 21:14:05,0.0,0.0
357,Korla,41.76,86.15,91.99,54,100,0.78,overcast clouds,CN,2020-07-09 21:14:05,0.0,0.0
358,Longlac,41.76,86.15,91.99,54,100,0.78,overcast clouds,CN,2020-07-09 21:14:05,0.0,0.0
359,Ponta Delgada,37.73,-25.67,68.0,72,20,9.17,few clouds,PT,2020-07-09 21:11:42,0.0,0.0
360,Avera,33.19,-82.53,87.8,66,75,8.05,broken clouds,US,2020-07-09 21:14:06,0.0,0.0
361,Khani,41.96,42.96,69.8,94,75,4.7,broken clouds,GE,2020-07-09 21:14:06,0.0,0.0
362,Bilibino,68.05,166.44,60.94,73,93,8.1,light rain,RU,2020-07-09 21:14:06,0.69,0.0
363,Dunedin,-45.87,170.5,48.0,79,71,5.01,broken clouds,NZ,2020-07-09 21:13:14,0.0,0.0
364,Shache,38.42,77.24,71.08,28,96,3.56,overcast clouds,CN,2020-07-09 21:14:06,0.0,0.0
365,Cherskiy,68.75,161.3,54.45,86,99,5.32,overcast clouds,RU,2020-07-09 21:14:06,0.0,0.0
366,Magadan,59.57,150.8,51.84,95,100,0.98,moderate rain,RU,2020-07-09 21:14:07,1.19,0.0
367,Sambava,-14.27,50.17,68.95,82,17,13.06,light rain,MG,2020-07-09 21:14:07,0.19,0.0
368,Mweka,-4.85,21.57,78.06,44,71,0.78,broken clouds,CD,2020-07-09 21:14:07,0.0,0.0
369,Lokosovo,61.13,74.82,55.35,72,0,10.25,clear sky,RU,2020-07-09 21:14:07,0.0,0.0
370,Pevek,69.7,170.31,43.5,99,100,2.17,moderate rain,RU,2020-07-09 21:14:07,1.16,0.0
371,Dauriya,49.93,116.87,65.5,55,0,15.88,clear sky,RU,2020-07-09 21:14:07,0.0,0.0
372,Ejido Hermosillo,32.51,-114.92,107.01,12,5,5.82,clear sky,MX,2020-07-09 21:14:07,0.0,0.0
373,Butia,-30.12,-51.96,47.26,85,0,4.41,clear sky,BR,2020-07-09 21:14:08,0.0,0.0
374,Uppsala,60.0,17.75,53.6,71,79,1.12,broken clouds,SE,2020-07-09 21:14:08,0.0,0.0
375,Whitianga,-36.83,175.7,48.13,66,0,4.21,clear sky,NZ,2020-07-09 21:14:08,0.0,0.0
376,Mortka,59.33,66.02,68.56,79,0,5.48,clear sky,RU,2020-07-09 21:11:32,0.0,0.0
377,Yamethin,20.43,96.15,76.35,85,99,10.74,overcast clouds,MM,2020-07-09 21:14:08,0.0,0.0
378,Balimo,20.43,96.15,76.35,85,99,10.74,overcast clouds,MM,2020-07-09 21:14:08,0.0,0.0
379,Deer Lake,49.17,-57.43,59.0,82,90,8.05,shower rain,CA,2020-07-09 21:14:08,0.0,0.0
380,Sioux Lookout,50.1,-91.92,75.2,78,75,3.36,shower rain,CA,2020-07-09 21:14:09,0.0,0.0
381,Saint Anthony,45.02,-93.22,80.01,74,20,5.82,few clouds,US,2020-07-09 21:14:09,0.0,0.0
382,Duluth,46.78,-92.11,81.0,61,1,12.75,clear sky,US,2020-07-09 21:11:57,0.0,0.0
383,Saint-Francois,46.42,3.91,75.2,50,6,1.79,clear sky,FR,2020-07-09 21:14:09,0.0,0.0
384,Astana,51.18,71.45,68.0,77,47,6.71,scattered clouds,KZ,2020-07-09 21:14:09,0.0,0.0
385,Kusti,13.16,32.66,82.53,59,89,5.21,overcast clouds,SD,2020-07-09 21:14:09,0.0,0.0
386,Sorvag,13.16,32.66,82.53,59,89,5.21,overcast clouds,SD,2020-07-09 21:14:09,0.0,0.0
387,Helong,42.54,129.0,60.62,72,30,2.75,scattered clouds,CN,2020-07-09 21:14:10,0.0,0.0
388,Aklavik,68.22,-135.01,42.8,70,75,14.99,shower rain,CA,2020-07-09 21:14:10,0.0,0.0
389,Arlit,18.74,7.39,96.28,21,59,4.56,broken clouds,NE,2020-07-09 21:14:10,0.0,0.0
390,Oksfjord,70.24,22.35,55.4,58,100,6.93,overcast clouds,NO,2020-07-09 21:14:10,0.0,0.0
391,Pathein,16.78,94.73,78.33,88,100,4.92,overcast clouds,MM,2020-07-09 21:14:10,0.0,0.0
392,Sauteurs,12.22,-61.63,86.0,70,20,20.8,few clouds,GD,2020-07-09 21:14:10,0.0,0.0
393,Bukit Bakri,12.22,-61.63,86.0,70,20,20.8,few clouds,GD,2020-07-09 21:14:10,0.0,0.0
394,Manaia,-39.55,174.13,53.01,55,14,1.99,few clouds,NZ,2020-07-09 21:14:10,0.0,0.0
395,Dingle,11.0,122.67,76.55,88,100,2.53,overcast clouds,PH,2020-07-09 21:14:11,0.0,0.0
396,Vostok,46.49,135.88,54.86,100,100,2.48,overcast clouds,RU,2020-07-09 21:11:28,0.0,0.0
397,Lososina,49.0,140.31,55.0,95,100,6.71,overcast clouds,RU,2020-07-09 21:14:11,0.0,0.0
398,Fallon,39.47,-118.78,89.6,8,1,6.93,clear sky,US,2020-07-09 21:11:18,0.0,0.0
399,Oussouye,12.48,-16.55,84.2,79,40,6.93,scattered clouds,SN,2020-07-09 21:14:11,0.0,0.0
400,Gorin,51.2,136.67,52.83,93,92,5.32,overcast clouds,RU,2020-07-09 21:14:11,0.0,0.0
401,Kruishoutem,50.9,3.53,64.0,80,99,1.99,overcast clouds,BE,2020-07-09 21:14:11,0.0,0.0
402,Narasannapeta,18.42,84.05,81.16,84,94,6.42,light rain,IN,2020-07-09 21:14:12,0.33,0.0
403,Burnie,-41.07,145.92,51.01,92,100,3.0,overcast clouds,AU,2020-07-09 21:11:18,0.0,0.0
404,Airai,-8.93,125.41,54.25,91,92,3.87,overcast clouds,TL,2020-07-09 21:14:12,0.0,0.0
405,Grand River South East,-8.93,125.41,54.25,91,92,3.87,overcast clouds,TL,2020-07-09 21:14:12,0.0,0.0
406,Hashtrud,37.48,47.05,68.67,56,17,7.16,few clouds,IR,2020-07-09 21:14:12,0.0,0.0
407,Selma,36.57,-119.61,96.8,26,1,7.2,clear sky,US,2020-07-09 21:14:12,0.0,0.0
408,Namatanai,-3.67,152.43,80.51,77,36,6.67,light rain,PG,2020-07-09 21:14:12,0.2,0.0
409,Nizhneyansk,-3.67,152.43,80.51,77,36,6.67,light rain,PG,2020-07-09 21:14:12,0.0,0.0
410,Gorontalo,0.54,123.06,74.14,87,74,2.3,broken clouds,ID,2020-07-09 21:14:12,0.0,0.0
411,Guanare,9.04,-69.74,84.9,73,2,5.5,clear sky,VE,2020-07-09 21:14:13,0.0,0.0
412,Boende,-0.22,20.87,75.07,84,100,2.48,overcast clouds,CD,2020-07-09 21:14:13,0.0,0.0
413,Sorland,67.67,12.69,51.8,81,40,9.46,scattered clouds,NO,2020-07-09 21:14:13,0.0,0.0
414,Polewali,-3.43,119.34,75.34,83,54,3.94,broken clouds,ID,2020-07-09 21:14:13,0.0,0.0
